Invoice No,Total Invoice Value
577009,464
577010,222
577011,24
577016,613
577018,122
577019,178
577020,265
577021,1506
577022,233
577023,292
577024,100
577025,263
577026,200
577027,273
577028,142
577029,364
577030,312
577031,256
577032,68
577033,311
577034,459
577035,264
577036,47
577037,0
577038,247
577039,812
C577040,-144
577041,144
C577042,-15
577043,160
577044,384
577045,100
577046,1026
577047,276
577048,32
577049,245
577050,388
577051,116
577052,294
577053,428
577054,72
577055,498
577056,536
577057,363
577058,258
577059,188
577060,92
577061,638
577062,76
577063,348
577064,70
577065,106
577067,104
C577066,-30
577068,0
577069,66
C577070,-40
577071,936
577072,80
C577073,-6
577074,94
577076,110
C577075,-4
577077,340
577078,4521
577079,86
577080,266
C577081,-12
577082,291
577083,45
577084,248
577085,236
577086,84
577087,142
577088,96
577089,118
577090,100
577091,105
577092,324
577093,360
577094,114
577095,138
C577096,-15
577097,552
577098,392
577099,252
577100,40
577101,82
577102,0
577103,66
577104,263
577105,118
577106,233
577107,694
577108,225
577109,186
577110,48
577111,0
577112,0
577113,0
577114,0
577115,0
577116,0
577117,0
577118,0
577119,0
577120,0
577121,515
577122,0
577123,0
577124,0
577125,116
577126,1238
577127,318
577128,109
577129,24
577130,165
C577131,-165
577132,170
577133,20
577134,332
577135,148
577136,160
577137,288
577138,12
577139,24
577140,48
577141,392
577142,246
577143,100
577144,0
577145,0
577146,71
C577147,-16
577148,964
C577149,-8
577150,6332
C577151,-39
577152,322
C577153,-18
C577154,0
577155,252
577156,380
577157,608
577158,281
C577159,-52
577160,204
577161,222
577162,120
577165,152
C577163,-36
C577164,-4
577166,80
577167,286
577168,686
577169,48
577170,153
577171,324
577172,75
577173,318
577174,244
577175,136
577176,257
577177,4
577178,117
577179,80
577180,894
577181,1356
577182,256
C577196,-104
577202,330
577209,472
577217,157
577218,48
C577227,-76
577228,337
577230,56
577231,18
577235,214
577251,0
577252,100
577256,208
577258,160
577263,0
577264,0
577265,0
577286,92
577289,216
577295,267
577296,76
577297,184
577298,312
577299,68
577300,190
577301,24
577302,154
577303,743
577304,0
577305,0
577306,0
577307,0
577308,236
577309,208
577310,679
577311,97
577312,523
577313,82
577314,806
577315,141
577316,922
577317,159
577318,901
577319,129
577320,264
577321,162
577322,0
C577323,-12
577324,140
577325,144
577326,158
C577327,-12
577328,156
577329,140
C577330,-82
577331,265
577332,214
577333,293
577334,316
577335,284
577336,176
577337,134
577338,81
577339,0
577340,0
577341,504
C577342,-490
C577343,-27
577344,140
C577345,-32
C577346,-530
577347,60
C577348,-1149
C577349,-16
C577350,-19
C577351,-12
577352,104
C577353,-4
C577354,-6
577355,591
577356,72
577357,684
577358,5199
577359,299
C577360,-12
577361,12
C577362,-10
C577363,-6
C577364,-14
577365,288
C577369,-4
C577375,-26
C577381,-5
577382,0
C577383,-16
C577384,0
C577385,-2
C577386,-6
577387,4
C577388,-77
C577389,-12
C577390,-6
C577391,-6
C577392,-24
577393,1791
C577394,-13
C577395,-14
577396,352
C577397,-30
C577398,-19
C577399,-4
577400,414
577401,4
577402,654
577403,306
577404,300
577405,162
577406,189
577407,348
577408,103
577409,792
577410,198
577411,281
577429,124
577438,165
577440,260
577443,96
577469,218
577472,790
577473,208
577474,78
577475,298
577476,664
577477,112
577478,138
577479,690
577480,661
C577481,-18
577482,448
577483,237
577484,272
577485,498
C577486,-5
577487,72
577488,496
577489,60
577490,195
577491,83
577492,10
577493,141
577494,18
577495,173
577496,88
577497,197
577498,109
577499,15
577500,175
577501,178
577502,472
577503,174
577504,480
577505,292
577506,392
577507,154
577508,133
577510,12
C577509,-48
577511,101
577512,222
C577513,-24
577514,136
577515,62
577516,66
577517,286
577518,90
577519,550
577520,48
577521,52
577522,113
577523,156
577524,392
577525,96
577526,396
577527,132
577528,143
577529,0
577530,298
577531,4534
577532,24
577533,87
577534,12
577535,232
577536,90
577537,60
577538,100
577539,254
577540,82
577541,256
577542,95
577543,200
577544,522
577545,200
577546,0
C577547,-28
577548,0
577549,284
577550,192
577551,189
577552,120
577553,36
577554,197
577555,96
577556,36
577557,319
577572,88
577579,104
577594,196
577595,181
577596,312
577597,194
577598,224
577599,196
577600,244
577601,798
577602,236
577603,85
577604,20
577605,216
577606,300
577607,84
577608,0
577609,1404
577610,310
577611,0
577612,0
577613,495
C577614,0
577615,518
577616,258
577617,44
577618,384
577633,902
577646,24
577669,158
577680,193
C577683,-3
577687,194
577689,146
C577688,-7
577690,289
577691,108
C577692,-18
C577693,-14
577694,101
577695,469
577696,105
577697,56
577698,157
577699,274
577700,134
577701,147
577711,136
577716,88
577718,320
577719,942
577720,1538
577721,94
C577722,-80
577723,355
577724,76
577725,32
577726,136
577727,255
577728,229
577729,331
577730,158
C577731,-6
577732,425
577733,83
577734,96
577735,156
577736,83
C577737,-316
577738,180
577739,48
577740,318
577741,361
577742,343
577743,111
577744,300
577745,284
577746,232
577747,5184
577748,1052
577749,362
C577750,-5
577751,175
C577752,-6
C577753,-24
577754,2132
577755,116
577756,238
577757,35
577768,3826
577769,274
577770,272
577771,40
577772,452
577773,347
577774,273
C577775,-312
577776,30
577777,8
577778,111
C577779,-288
577780,2
C577781,-15
577782,204
577783,2156
577784,40
577785,423
C577786,-40
577787,0
577788,0
577789,0
577790,147
577791,535
577792,28
577793,94
577794,321
577795,108
577796,192
577797,12
577798,187
C577799,-32
577800,592
577801,0
577802,20
577803,10
577804,138
577805,1110
577806,66
577807,237
577808,60
577809,371
577810,0
577811,124
577812,241
577813,355
577814,68
C577815,-4
577816,692
C577817,-11
577818,148
C577819,-34
577820,380
C577821,-9
577822,1080
577823,216
577824,249
577825,108
577826,102
577827,214
C577828,-22
577829,0
577830,92
577831,150
C577832,-122
577833,113
577834,357
577835,192
577836,0
577837,132
577838,216
C577839,-4
577840,16
577841,140
577842,644
577843,192
577844,5572
577845,476
577848,36
C577849,-25
577850,720
577851,276
577852,1920
577853,85
577854,176
577855,143
577856,224
577857,80
577858,374
577859,217
577860,160
577861,208
577869,145
577880,132
C577889,0
C577892,-3
577893,211
577897,288
577905,264
577906,0
577919,108
577938,136
577942,0
577944,0
577947,0
577949,0
577950,175
577951,175
577953,0
577954,0
577956,0
577959,0
577961,0
577964,0
577966,0
577968,0
577970,0
577971,0
577972,0
577973,282
577980,163
577985,88
577999,0
C578003,-9
578004,76
578005,465
578006,279
C578007,-9
578008,151
578009,71
578010,200
578011,186
578012,48
578013,60
578014,144
578015,24
578016,345
578017,192
578018,505
578019,113
578020,299
578021,25
578022,223
578023,24
578024,474
578025,96
578026,498
578027,446
578028,39
578029,762
578030,512
578031,314
578032,494
578033,506
578034,519
578035,72
578036,235
578037,0
578038,264
C578039,-10
578040,133
578041,1027
578042,510
578043,302
578044,500
578045,96
578053,180
578054,486
578055,114
578056,220
578057,100
578058,48
578059,140
578060,0
C578061,-4
C578062,-31
578063,158
578064,100
578065,3707
578066,25
578067,3276
578068,515
578069,169
578070,10
578071,208
578072,370
C578073,0
578074,593
578075,84
C578076,0
C578077,-40
578078,166
578079,378
578080,193
578081,864
578082,119
578084,164
578085,172
578086,210
578087,104
578088,566
578089,340
C578090,-80
578091,57
578092,140
578093,133
578094,147
578095,0
578096,64
C578097,-1068
578098,58
578099,259
578100,237
578101,72
578102,337
578103,208
578104,244
578105,146
578106,254
578107,68
578108,138
578109,197
C578110,-8
578111,100
578112,24
578113,0
578114,130
578115,52
578116,115
578117,132
578118,532
578119,44
578120,258
578121,289
C578122,-2
578123,80
C578124,-22
578125,2444
578126,4
578127,260
578128,194
578129,24
578130,92
C578131,-20
C578132,0
578133,220
C578136,-23
578140,5068
578141,200
C578142,-8
578143,1272
C578144,-35
578145,0
578146,274
578147,127
578149,7716
C578148,-1
578150,10
578151,210
578152,120
578153,100
578154,1
578155,136
C578164,-3
578171,278
578174,159
578187,164
578192,96
578196,72
578211,161
578220,318
578225,584
578229,216
578230,336
578231,261
578232,85
578233,1545
578234,216
C578239,-26
578243,834
578244,309
578245,0
578246,48
578247,61
578248,294
578249,360
578250,100
578251,257
578252,394
578253,63
578254,262
578255,414
578256,48
C578257,-40
578258,205
C578259,-360
578260,296
578261,670
578262,193
578263,72
578264,73
578265,299
578266,114
578267,12
578268,5
578270,6026
C578269,-849
578271,70
578272,148
578273,86
C578274,-27
578275,123
C578276,-20
578277,245
578278,260
578279,326
578281,168
C578280,-8
578283,264
C578282,-4
578284,32
578285,64
578286,0
578287,16
578288,44
578289,690
578290,585
578291,34
578292,497
578293,696
578294,62
578295,152
578296,72
578297,312
578298,112
578299,263
578300,256
578301,298
578302,585
578303,458
578304,328
578305,9468
578306,128
578307,261
578308,22
578309,64
578310,210
578311,20
578312,168
578313,100
578314,269
578315,216
578316,176
578317,492
578318,107
578319,88
578321,2360
578322,169
578323,179
578324,118
578325,131
578326,149
578327,0
578328,0
578329,0
578330,150
578331,136
578332,19
578333,192
578334,40
578335,275
578336,0
578337,0
578338,0
578339,142
578340,0
578341,96
C578342,-4
578343,60
578344,5410
578345,48
578346,48
578347,4740
578348,108
578349,300
578350,220
578351,128
578352,108
578353,144
578354,302
C578355,-12
578356,180
578357,45
578358,1712
578359,600
578360,0
578361,84
578362,763
C578363,-1712
578364,132
578365,856
578366,226
C578367,-28
C578368,-96
578369,105
578370,132
C578371,-114
578372,30
578373,210
578374,0
578375,108
C578377,0
578384,58
578400,111
578420,260
578425,72
578426,0
578427,94
578429,343
578431,0
C578432,-2
578433,328
578441,253
578445,97
578451,48
578456,0
578459,164
578461,164
578463,260
578468,66
578469,432
578470,170
578472,1432
578473,0
578474,0
578475,0
578476,0
578477,0
578478,0
578479,146
578480,162
578485,578
578488,392
578506,233
578508,116
578509,108
578510,430
578511,189
578512,344
578513,1239
578514,24
578515,99
578516,300
578517,684
578518,71
578519,286
578520,134
578521,150
578522,89
578523,55
578524,0
578525,0
578526,168
578527,0
578528,0
578529,0
578530,240
578531,145
578532,195
578533,213
578534,271
578535,18
578539,422
578541,1640
578544,256
578547,153
578548,164
578550,92
578551,396
578620,234
578621,66
578622,0
578623,122
578626,680
578627,300
578628,0
578629,0
578630,156
578631,177
578632,0
578633,176
578634,58
578653,326
578661,224
578662,134
578663,42
578664,116
578665,298
578666,750
578667,96
578668,0
C578669,-5
578670,3
578671,40
578672,0
578674,36
C578673,-16
578675,513
578676,108
578677,145
578678,305
578679,152
578680,196
578681,205
578682,776
578683,96
578684,24
578685,348
578686,234
578687,204
578688,191
578689,224
578690,111
578691,0
578692,0
578693,0
578694,156
578695,16
578696,576
578697,184
578698,220
578699,272
578700,0
578701,320
578702,834
578703,163
578704,320
578705,102
578707,251
578708,55
578719,88
578733,0
578736,528
578738,0
C578743,-54
578745,36
578746,6146
578757,293
578781,259
578782,2
578783,201
578785,254
C578784,-7
578786,126
578787,187
578788,12
578789,267
578790,100
578791,64
578792,254
578793,1692
578794,157
578795,218
578802,72
C578803,-13
578804,48
578805,210
578806,386
578807,316
578808,350
578809,299
578810,184
578811,1668
578812,250
578813,94
578814,154
578815,239
578816,330
578817,198
578818,98
578819,541
578820,320
578821,400
578822,344
578823,72
578824,231
578825,128
578826,236
578827,4433
578828,10
578829,38
578830,144
578831,320
C578832,-239
578833,7084
578834,425
578835,102
578836,112
578837,0
578838,0
578839,0
578840,0
578841,0
578842,6
578843,169
578844,4068
578845,3
578846,178
578847,4
578848,13
578849,156
578850,151
578851,239
578852,279
578853,86
578854,350
578855,127
578856,528
578857,32
578858,427
578901,202
578914,110
578921,304
578922,191
578923,215
578924,176
578925,226
578926,395
578927,348
578928,410
578929,204
578930,0
578931,201
C578932,-30
578933,168
578934,182
578935,252
578936,340
578937,302
578938,24
578939,127
578940,3022
578941,83
578942,417
578943,247
578944,118
578945,91
578946,110
578947,369
578948,180
578949,268
578950,139
578951,315
578952,100
578953,139
578954,91
578977,350
C578991,-2
578992,93
578993,157
578994,660
578995,335
578996,94
578997,118
578998,194
578999,157
579000,21
579001,260
579002,273
579003,128
579005,300
579006,72
579007,96
579008,370
579009,36
579010,84
579011,284
579012,140
579013,256
579014,356
579015,24
579016,270
579017,99
C579018,-7
579027,230
579037,490
579039,90
579062,216
579067,129
579069,772
579087,220
579089,84
C579090,0
579091,530
C579092,-4
579093,1432
579094,699
579095,32
579096,240
579097,410
579098,140
579099,128
579100,178
579101,282
579102,606
579103,161
579106,834
579107,10
579108,48
579109,24
579116,139
579121,68
579122,72
579123,30
579124,351
579125,255
579126,265
C579127,-2
579128,96
579129,33
579130,120
579131,300
579132,140
579133,54
579134,276
579135,176
579136,256
579137,15
579138,108
579139,192
C579140,-18
579141,192
579142,185
579143,208
579144,328
579145,513
579146,319
579147,99
579148,88
579149,244
579150,428
579151,120
579152,313
579153,168
579154,158
579155,80
579156,246
579157,124
579158,248
579159,111
579160,40
579161,225
579162,243
579163,432
579164,132
579165,156
579166,210
579167,900
579168,222
579170,160
C579169,-3
579171,279
C579172,-60
579173,53
579174,171
579175,247
579176,209
579177,548
C579178,-44
579179,61
579180,448
579181,144
579182,92
579183,408
579184,274
579185,111
C579186,-18
579187,4581
579188,338
579189,528
579190,314
579191,0
C579192,-314
579193,314
579194,135
579196,7023
C579195,-987
579245,128
579249,960
579250,236
579251,3072
579252,864
579253,192
579254,177
579255,138
579256,134
579257,280
579258,195
579259,194
579260,187
579261,226
579262,48
579263,24
579264,20
579265,24
C579266,-72
579267,851
579268,152
579269,156
579270,150
579271,2357
579272,0
579273,164
579274,216
579275,0
579276,78
C579277,-30
579278,176
579279,260
579280,94
579281,220
579282,90
579283,630
579284,2616
579285,142
579286,125
579287,100
579288,22
579289,6
579291,4139
579293,172
579297,5112
579300,248
579301,200
579307,354
579328,114
579332,258
579339,300
579345,470
C579347,-48
579350,534
579352,35
579358,168
579361,18
579364,160
579365,12
C579366,-9
579387,94
579391,316
579393,404
579399,320
579400,396
579401,304
579402,235
579403,420
579404,207
579405,338
579406,262
579407,195
579408,448
579409,6
579410,48
579411,100
579412,248
579413,326
579414,272
C579415,-12
579416,486
579419,60
579427,194
579429,0
579430,140
C579431,-12
579432,167
579433,209
579434,164
579435,40
579436,0
579437,28
C579438,-48
579439,272
579440,394
579441,268
579442,206
579443,52
579444,274
579445,144
579446,336
579447,507
579448,0
579449,100
579450,774
579451,192
579452,216
579453,77
579454,9
579455,206
579456,139
579457,292
579458,249
579459,270
579460,0
579461,878
579462,187
579463,16
579464,120
579465,159
579466,288
579467,225
579468,194
579469,100
579470,798
579471,2880
579472,190
579473,235
579489,115
579491,243
579492,510
579493,250
579494,24
579495,246
C579496,-4
579497,91
579498,2040
579499,346
579500,0
579501,1735
C579502,-16
579503,111
579505,144
579506,76
579507,184
579508,5023
579509,115
579510,483
579511,12
579512,4066
579513,63
579514,256
579515,268
579516,577
579517,24
579518,53
C579519,-12
579520,154
C579521,-23
579522,210
579523,624
579524,210
579525,840
579526,128
579527,320
579528,115
579529,374
579530,214
579531,360
C579532,-54
579533,272
579534,36
579535,253
579536,614
579537,15
579538,892
579539,278
579540,388
579541,231
579542,98
579543,16
579544,248
579545,664
579546,218
C579547,-4
579548,132
579549,72
579550,409
579551,352
579552,590
579553,557
C579554,-8
579555,405
579556,78
579557,2465
579558,518
579559,114
579560,122
579561,98
C579562,-3
579563,0
579571,102
579572,298
579600,298
579605,207
579612,8
579619,82
579623,312
579629,126
579634,70
579666,366
579667,86
579668,278
579669,228
579670,113
579671,134
579672,1306
579673,153
579674,134
579675,247
579676,180
579677,142
579678,288
579679,88
579680,0
579681,0
579682,0
579683,0
579684,75
579685,215
579686,240
579687,216
579688,0
579689,108
579690,94
579691,0
579692,1870
579693,153
579694,3731
579708,366
C579710,-12
579711,74
579712,71
579725,0
579731,0
579732,0
579733,0
579734,0
579735,0
579738,0
C579739,-15
579740,26
579741,113
579742,0
579743,0
579744,466
579745,0
579747,310
C579746,-12
579749,542
C579748,-3
579750,360
579751,996
C579752,-5
C579753,-16
579754,251
579755,0
C579756,-11
C579757,0
C579758,-10
579759,244
C579760,-2
C579764,-18
579768,406
C579766,-16
C579776,-7
579777,5858
C579778,-9
579779,36
C579780,-9
C579781,-26
C579782,-9
C579783,-12
579784,852
C579785,-100
579786,252
579787,2949
579788,24
579789,48
579790,56
579792,870
